centre_name,centre_code,centre_address,postal_code,postal,address,latitude,longtitude
MOE KINDERGARTEN @ DAZHONG,KM0002,"35,Bukit Batok Street 31,Dazhong Primary School,659441",659441,659441,35 BUKIT BATOK STREET 31 MOE KINDERGARTEN @ DAZHONG SINGAPORE 659441,1.359101577,103.7481587
SKOOL4KIDZ CENTRE,SK0010,"61,YISHUN AVENUE 11,768866",768866,768866,61 YISHUN AVENUE 11 SKOOL4KIDZ CAMPUS @ YISHUN SINGAPORE 768866,1.4242037669999998,103.84552020000001
PCF Sparkletots Preschool @ Joo Chiat Blk 15 (KN),ST0239,"15,Lorong K Telok Kurau,425611",425611,425611,15 LORONG K TELOK KURAU SINGAPORE 425611,1.312544393,103.9074714
THE LITTLE SKOOL-HOUSE INTERNATIONAL PTE LTD,PT9522,"5,TAMPINES CENTRAL 1,#04-03,TAMPINES PLAZA,529541",529541,529541,5 TAMPINES CENTRAL 1 TAMPINES PLAZA SINGAPORE 529541,1.353166375,103.94268829999999
SAFARI HOUSE PRESCHOOL,PT8736,"131,DOVER ROAD,139659",139659,139659,131 DOVER ROAD SINGAPORE 139659,1.304156133,103.7792063
MY FIRST SKOOL,NT0557,"312C,SUMANG LINK,#01-163,823312",823312,823312,312C SUMANG LINK PUNGGOL PARCVISTA SINGAPORE 823312,1.410907282,103.90118609999999
LITTLE TREASURES CHILDCARE (MACPHERSON) PTE LTD,PT9313,"70,MACPHERSON ROAD,#02-01,MACPHERSON ROAD POST OFFICE,348475",348475,348475,70 MACPHERSON ROAD SINGAPORE 348475,1.328451051,103.8713375
PCF Sparkletots Preschool @ Tampines West Blk 140 (DS),ST0258,"140,Tampines Street 12,#01-426,520140",520140,520140,140 TAMPINES STREET 12 HDB-TAMPINES SINGAPORE 520140,1.347731912,103.944124
PCF SPARKLETOTS PRESCHOOL @ BISHAN NORTH BLK 409 (CC),ST0184,"409,SIN MING AVENUE,#02-01,570409",570409,570409,409 SIN MING AVENUE MULTI STOREY CAR PARK SINGAPORE 570409,1.362210198,103.834946
MY FIRST SKOOL,NT0569,"120,CANBERRA CRESCENT,#03-01,MULTI STOREY CAR PARK,750120",750120,750120,120 CANBERRA CRESCENT EASTWAVE @ CANBERRA SINGAPORE 750120,1.4456537569999999,103.8314398
SKOOL4KIDZ CENTRE,SK0013,"878C,TAMPINES AVENUE 8,#02-65,TAMPINES GREEN FOREST,523878",523878,523878,878C TAMPINES AVENUE 8 TAMPINES GREENFOREST SINGAPORE 523878,1.351264113,103.92936379999999
PCF Sparkletots Preschool @ Tampines - Changkat Blk 318 (KN),ST0262,"318,Tampines Street 33,#01-80,520318",520318,520318,318 TAMPINES STREET 33 HDB-TAMPINES SINGAPORE 520318,1.35146094,103.9560749
GLOBAL CHILD DEVELOPMENT CENTRE @ TAMPINES,RC1781,"870A,TAMPINES STREET 86,#01-30,TAMPINES GREENLACE,521870",521870,521870,870A TAMPINES STREET 86 TAMPINES GREENLACE SINGAPORE 521870,1.356087002,103.9317522
MOE KINDERGARTEN @ WESTWOOD,KM0015,"1,JURONG WEST STREET 73,WESTWOOD PRIMARY SCHOOL,649188",649188,649188,1 JURONG WEST STREET 73 WESTWOOD PRIMARY SCHOOL SINGAPORE 649188,1.3471546319999999,103.7005267
SMART KIDS EDUCARE LLP,PT8560,"9,JALAN JARAK,SELETAR HILLS ESTATE,809173",809173,809173,9 JALAN JARAK SELETAR HILLS ESTATE SINGAPORE 809173,1.381870929,103.8754959
ST. JOSEPH'S CHURCH CHILDCARE CENTRE,RC1690,"600,UPPER BUKIT TIMAH ROAD,679331",679331,679331,600 UPPER BUKIT TIMAH ROAD SINGAPORE 679331,1.367783589,103.7681074
PCF Sparkletots Preschool @ Serangoon Blk 226 (KN),ST0286,"226,Serangoon Avenue 4,#01-149,550226",550226,550226,226 SERANGOON AVENUE 4 BOUNDARY VILLE SINGAPORE 550226,1.3568225,103.870857
PCF Sparkletots Preschool @ Serangoon Blk 125 (KN),ST0285,"125,Serangoon North Avenue 1,#01-133,550125",550125,550125,125 SERANGOON NORTH AVENUE 1 HDB-SERANGOON ESTATE SINGAPORE 550125,1.3664506330000001,103.8721108
MY FIRST SKOOL,NT0210,"212,CHOA CHU KANG CENTRAL,#01-140,680212",680212,680212,212 CHOA CHU KANG CENTRAL HDB-CHOA CHU KANG SINGAPORE 680212,1.382469861,103.74734790000001
ST JOSEPH'S HOME INFANT AND CHILDCARE,RC1780,"36,JURONG WEST STREET 24,SAINT JOSEPH'S HOME,648141",648141,648141,36 JURONG WEST STREET 24 SAINT JOSEPH'S HOME SINGAPORE 648141,1.349901609,103.7081908
MINDCHAMPS PRESCHOOL @ JURONG WEST PTE. LTD.,PT8910,"20,JURONG WEST STREET 93,#02-06,JURONG WEST SPORTS&RECREATIONCTR,648965",648965,648965,20 JURONG WEST STREET 93 JURONG WEST SPORTS & RECREATION CENTRE SINGAPORE 648965,1.338210887,103.69386870000001
PCF SPARKLETOTS PRESCHOOL @ BRADDELL HEIGHTS BLK 335 (CC),ST0039,"335,SERANGOON AVENUE 3,#01-335,550335",550335,550335,335 SERANGOON AVENUE 3 HDB-SERANGOON ESTATE SINGAPORE 550335,1.349442214,103.87106779999999
PCF SPARKLETOTS PRESCHOOL @ BRADDELL HEIGHTS BLK 246 (CC),ST0186,"246,SERANGOON AVENUE 3,#01-216,550246",550246,550246,246 SERANGOON AVENUE 3 HDB-SERANGOON ESTATE SINGAPORE 550246,1.351922705,103.8696608
PCF Sparkletots Preschool @ Braddell Heights Blk 417 (DS),ST0277,"417,Serangoon Central,#01-456,550417",550417,550417,417 SERANGOON CENTRAL HDB-SERANGOON ESTATE SINGAPORE 550417,1.349936394,103.8750557
BETHEL TOTS CENTRE,RC1777,"100,ALJUNIED CRESCENT,#01-369,380100",380100,380100,100 ALJUNIED CRESCENT HDB-GEYLANG EAST SINGAPORE 380100,1.320959012,103.8841294
CAMBRIDGE CDC @ SENGKANG PTE. LTD.,PT8639,"50,SENGKANG EAST WAY,548601",548601,548601,50 SENGKANG EAST WAY BEAUTY GARDEN SINGAPORE 548601,1.3904139619999998,103.9044253
PCF Sparkletots Preschool @ Whampoa Blk 112 (KN),ST0228,"112,Whampoa Road,#01-83,321112",321112,321112,112 WHAMPOA ROAD WHAMPOA GARDENS SINGAPORE 321112,1.3259250120000001,103.85682309999999
PCF Sparkletots Preschool @ Whampoa Blk 106 (KN),ST0229,"106,Towner Road,#01-434,322106",322106,322106,106 TOWNER ROAD HDB-KALLANG/WHAMPOA SINGAPORE 322106,1.32102001,103.8609978
PCF Sparkletots Preschool @ Whampoa Blk 85 (DS),ST0227,"85,Whampoa Drive,#01-248,320085",320085,320085,85 WHAMPOA DRIVE WHAMPOA VIEW SINGAPORE 320085,1.3228104509999998,103.85645799999999
CAMBRIDGE CDC @ DAIRY FARM PTE. LTD.,PT8938,"1,JALAN SUASA,GREEN HILL ESTATE,678493",678493,678493,1 JALAN SUASA GREEN HILL ESTATE SINGAPORE 678493,1.368012931,103.76946579999999
PCF SPARKLETOTS PRESCHOOL @ JURONG CENTRAL BLK 308 (CC),ST0144,"308,JURONG EAST STREET 32,#01-270,600308",600308,600308,308 JURONG EAST STREET 32 HONG KAH EAST PLACE SINGAPORE 600308,1.347307908,103.734584
PCF SPARKLETOTS PRESCHOOL @ JURONG CENTRAL BLK 404 (CC),ST0048,"404,JURONG WEST STREET 42,#01-575,640404",640404,640404,404 JURONG WEST STREET 42 HONG KAH COURT SINGAPORE 640404,1.353922892,103.7225057
PCF SPARKLETOTS PRESCHOOL @ JURONG CENTRAL BLK 403 (CC),ST0087,"403,JURONG WEST STREET 42,#01-559,640403",640403,640403,403 JURONG WEST STREET 42 HONG KAH COURT SINGAPORE 640403,1.353839218,103.7214797
PCF Sparkletots Preschool @ Jurong Central Blk 490 (KN),ST0305,"490,Jurong West Avenue 1,#01-01,640490",640490,640490,490 JURONG WEST AVENUE 1 JURONGVILLE @ AVENUE 1 SINGAPORE 640490,1.34958851,103.72724040000001
MY FIRST SKOOL,NT0473,"295A,COMPASSVALE CRESCENT,#01-203,541295",541295,541295,295A COMPASSVALE CRESCENT COMPASSVALE LODGE SINGAPORE 541295,1.398271174,103.89927809999999
MY FIRST SKOOL,NT0528,"314A,ANCHORVALE LINK,#01-147,541314",541314,541314,314A ANCHORVALE LINK ANCHORVALE GARDENS SINGAPORE 541314,1.390963468,103.8891468
PPIS CHILD DEVELOPMENT CENTRE - JURONG,RC1750,"826,JURONG WEST STREET 81,#01-430,640826",640826,640826,826 JURONG WEST STREET 81 HDB-JURONG WEST SINGAPORE 640826,1.346045295,103.6944236
PCF SPARKLETOTS PRESCHOOL @ CHENG SAN-SELETAR BLK 502 (CC),ST0057,"502,ANG MO KIO AVENUE 5,#01-3734,560502",560502,560502,502 ANG MO KIO AVENUE 5 CHENG SAN CREST SINGAPORE 560502,1.375724748,103.8499343
PCF Sparkletots Preschool @ Cheng San - Seletar Blk 533 (KN),ST0292,"533,Ang Mo Kio Avenue 5,#01-4100,560533",560533,560533,533 ANG MO KIO AVENUE 5 CHENG SAN VIEW SINGAPORE 560533,1.3741692369999998,103.85300190000001
NEW LIFE COMMUNITY SERVICES,RC1778,"1,WOODLANDS ROAD,#04-02,TEN MILE JUNCTION,677899",677899,677899,1 WOODLANDS ROAD JUNCTION 10 SINGAPORE 677899,1.380605125,103.7600416
MY FIRST SKOOL,NT0521,"153,RIVERVALE CRESCENT,#01-122,540153",540153,540153,153 RIVERVALE CRESCENT RIVERVALE GREEN SINGAPORE 540153,1.3913652719999998,103.9066012
MINDCHAMPS PRESCHOOL@MACPHERSON PTE. LTD.,PT9254,"56,KALLANG PUDDING ROAD,#01-01,HH @ KALLANG,349328",349328,349328,56 KALLANG PUDDING ROAD MINDCHAMPS PRESCHOOL@MACPHERSON PTE. LTD. SINGAPORE 349328,1.328030117,103.8789199
PCF Sparkletots Preschool @ Bukit Gombak Blk 535 (DS),ST0320,"535,Bukit Batok Street 52,#01-631,650535",650535,650535,535 BUKIT BATOK STREET 52 GUILIN BREEZE SINGAPORE 650535,1.3549707569999998,103.7503995
PCF SPARKLETOTS PRESCHOOL @ BUKIT GOMBAK BLK 512 (CC),ST0062,"512,BUKIT BATOK STREET 52,#01-500,650512",650512,650512,512 BUKIT BATOK STREET 52 GUILIN BREEZE SINGAPORE 650512,1.353980851,103.7527782
PCF SPARKLETOTS PRESCHOOL @ BUKIT GOMBAK BLK 395A (CC),ST0004,"395A,BUKIT BATOK WEST AVENUE 5,#05-01,651395",651395,651395,395A BUKIT BATOK WEST AVENUE 5 MULTI STOREY CAR PARK SINGAPORE 651395,1.364489743,103.7519871
MY FIRST SKOOL,NT0501,"128,GEYLANG EAST AVENUE 1,#01-125,380128",380128,380128,128 GEYLANG EAST AVENUE 1 GEYLANG EAST GROVE SINGAPORE 380128,1.318309195,103.887754
CAPELLA PRESCHOOL PTE. LTD.,PT9688,"4,SIMS DRIVE,#01-70,SIMS URBAN OASIS,387387",387387,387387,4 SIMS DRIVE SIMS URBAN OASIS SINGAPORE 387387,1.318974954,103.8808272
AMERICARE CHILD DEVELOPMENT CENTRE,PT8819,"541,Geylang Road,#02-01,389496",389496,389496,541 GEYLANG ROAD GEYLANG CONSERVATION AREA SINGAPORE 389496,1.313951185,103.88523559999999
ICHIBAN MONTESSORI KIDDIE KOLLEGE PTE. LTD.,PT9169,"631,SENJA ROAD,#01-228,670631",670631,670631,631 SENJA ROAD HDB-BUKIT PANJANG SINGAPORE 670631,1.3866265869999999,103.76025770000001
PCF SPARKLETOTS PRESCHOOL @ SIGLAP BLK 172 (CC),ST0063,"172,BEDOK SOUTH ROAD,#01-417,460172",460172,460172,172 BEDOK SOUTH ROAD SIGLAP EAST SINGAPORE 460172,1.32066917,103.9446895
ICHIBAN MONTESSORI CHILDCARE CENTRE (PURVIS) PTE. LTD.,PT9154,"17,PURVIS STREET,#01-01,188596",188596,188596,17 PURVIS STREET SINGAPORE 188596,1.296468236,103.8555475
PCF Sparkletots Preschool @ Radin Mas,ST0382,"104,HENDERSON ROAD,159563",159563,159563,104 HENDERSON ROAD SINGAPORE 159563,1.284088806,103.81932420000001
PCF SPARKLETOTS PRESCHOOL @ RADIN MAS BLK 18 (DS),ST0068,"18,TELOK BLANGAH CRESCENT,#01-168,090018",090018,090018,18 TELOK BLANGAH CRESCENT MOUNT FABER VIEW SINGAPORE 090018,1.277909847,103.8225358
MY FIRST SKOOL,NT0505,"208,CHOA CHU KANG CENTRAL,#01-76,680208",680208,680208,208 CHOA CHU KANG CENTRAL HDB-CHOA CHU KANG SINGAPORE 680208,1.3814607559999998,103.7481827
MY FIRST SKOOL,NT0483,"302B,ANCHORVALE LINK,#01-176,542302",542302,542302,302B ANCHORVALE LINK ANCHORVALE COURT SINGAPORE 542302,1.387862243,103.89070509999999
PCF Sparkletots Preschool @ Bishan East - Thomson Blk 197 (KN),ST0295,"197,Bishan Street 13,#01-567,570197",570197,570197,197 BISHAN STREET 13 BISHAN SPRING SINGAPORE 570197,1.34909908,103.8506737
PCF SPARKLETOTS PRESCHOOL @ BISHAN EAST-THOMSON Blk 181 (CC),ST0078,"181,BISHAN STREET 13,#01-251,570181",570181,570181,181 BISHAN STREET 13 HDB-BISHAN SINGAPORE 570181,1.349138096,103.8528785
PCF Sparkletots Preschool @ Bishan East - Thomson Blk 309 (KN),ST0373,"309,Shunfu Road,#01-175,570309",570309,570309,309 SHUNFU ROAD SHUNFU GARDENS SINGAPORE 570309,1.350912963,103.8375852
LITTLE FOOTPRINTS PRESCHOOL PTE. LTD.,PT9397,"420,PUNGGOL ROAD,546674",546674,546674,420 PUNGGOL ROAD SINGAPORE 546674,1.392190456,103.9015425
LICDO @ RIVERVALE PRESCHOOL TEAM PTE. LTD.,PT9105,"145,RIVERVALE DRIVE,#01-529,540145",540145,540145,145 RIVERVALE DRIVE RIVERVALE PLACE SINGAPORE 540145,1.389900449,103.9060703
MINDCHAMPS PRESCHOOL @JUNCTION 10 PTE LIMITED,PT9130,"1,WOODLANDS ROAD,#02-15,THE TENNERY,677899",677899,677899,1 WOODLANDS ROAD JUNCTION 10 SINGAPORE 677899,1.380605125,103.7600416
MY FIRST SKOOL,NT0568,"164,RIVERVALE CRESCENT,#01-03,RIVERVALE DELTA,540164",540164,540164,164 RIVERVALE CRESCENT RIVERVALE DELTA SINGAPORE 540164,1.389305066,103.90759859999999
ACEKIDZ @ SG PTE. LTD.,PT9201,"315C,YISHUN AVENUE 9,#01-180,763315",763315,763315,315C YISHUN AVENUE 9 YISHUN GREENWALK SINGAPORE 763315,1.432367366,103.8433009
Kampung Siglap Mosque Kindergarten,RC1816,"451,Marine Parade Road,#03MASJID KAMPUNG SIGLAP,449283",449283,449283,451 MARINE PARADE ROAD MASJID KAMPONG SIGLAP SINGAPORE 449283,1.309664922,103.9275672
LEARNING VISION @ WORK PTE. LTD.,WP0390,"81,SCIENCE PARK DRIVE,#01-03,THE CHADWICK,118257",118257,118257,81 SCIENCE PARK DRIVE LEARNING VISION @ WORK PTE. LTD. SINGAPORE 118257,1.2890293590000002,103.79052790000001
PCS GHIM MOH CENTRE,PW0020,"5,GHIM MOH ROAD,#01-238,270005",270005,270005,5 GHIM MOH ROAD GHIM MOH GREEN SINGAPORE 270005,1.312693106,103.7883088
Al-Istighfar Mosque Kindergarten,RC1809,"2,PASIR RIS WALK,#03-01,MASJID AL-ISTIGHFAR,518239",518239,518239,2 PASIR RIS WALK MASJID AL-ISTIGHFAR SINGAPORE 518239,1.370991417,103.9641431
Dayspring Kindergarten Private Limited,PT9697,"11,NORTHSHORE DRIVE,#02-01,Marina Country Club,828670",828670,828670,11 NORTHSHORE DRIVE DAYSPRING KINDERGARTEN SINGAPORE 828670,1.41499758,103.8990107
SEEDS LEARNING PLACE @ TIDES PTE LTD,PT8441,"217,East Coast Road,#03-01,Tides,428915",428915,428915,217 EAST COAST ROAD TIDES SINGAPORE 428915,1.307561312,103.90691890000001
PCF Sparkletots Preschool @ Nanyang Blk 934 (KN),ST0309,"934,Jurong West Street 91,#01-329,640934",640934,640934,934 JURONG WEST STREET 91 HDB-JURONG WEST SINGAPORE 640934,1.3422379569999998,103.6887377
MY FIRST SKOOL,NT0563,"83,PUNGGOL CENTRAL,#02-12,WATERWAY POINT,828761",828761,828761,83 PUNGGOL CENTRAL DBS WATERWAY POINT BRANCH SINGAPORE 828761,1.406382096,103.9022437
MAPLEBEAR SHINING STARS PTE LTD,PT9531,"77,PASIR RIS AVENUE,PASIR RIS BEACH PARK,519732",519732,519732,77 PASIR RIS AVENUE PASIR RIS BEACH PARK SINGAPORE 519732,1.3830420669999999,103.94327659999999
Children's Vineyard Kindergarten,PT9630,"43,JOO CHIAT LANE,#01katong Presbyterian Church,428103",428103,428103,43M JOO CHIAT LANE EASTVILLE APARTMENTS SINGAPORE 428103,1.3129296129999999,103.90295040000001
Hope Community Kindergarten - Sembawang,RC1843,"55,SEMBAWANG DRIVE,757614",757614,757614,55 SEMBAWANG DRIVE SINGAPORE 757614,1.4547413809999998,103.8145927
CHATSWORTH PRESCHOOL,PT9736,"93A,CLEMENTI ROAD,129781",129781,129781,93A CLEMENTI ROAD SINGAPORE 129781,1.299694944,103.7682622
AGAPE MONTESSORI HOUSE KINDERGARTEN,PT9693,"11,THOMSON HILLS DRIVE,THOMSON HILLS ESTATE,574756",574756,574756,11 THOMSON HILLS DRIVE THOMSON HILLS ESTATE SINGAPORE 574756,1.3783798680000001,103.8321835
MINDCHAMPS PRESCHOOL@ONE RAFFLES PLACE PTE.LTD,PT9410,"1,RAFFLES PLACE,#06-00,ONE RAFFLES PLACE,048616",048616,048616,1 RAFFLES PLACE ONE RAFFLES PLACE SINGAPORE 048616,1.284339943,103.8509823
ODYSSEY THE GLOBAL PRESCHOOL PTE LTD,PT9284,"25,STILL ROAD SOUTH,GRAND HOTEL,423934",423934,423934,25 STILL ROAD SOUTH SINGAPORE 423934,1.3069417140000001,103.90958640000001
MOE Kindergarten @ Valour,KM0029,"49,PUNGGOL CENTRAL,#0-0,Valour Primary School,828728",828728,828728,49 PUNGGOL CENTRAL VALOUR PRIMARY SCHOOL SINGAPORE 828728,1.406871355,103.8989109
BRIGHTON MONTESSORI INTERNATIONAL PRE-SCHOOL @ FRANKEL,PT7970,"125,FRANKEL AVENUE,458235",458235,458235,125 FRANKEL AVENUE FRANKEL ESTATE SINGAPORE 458235,1.313563585,103.9198965
PCF Sparkletots Preschool @ Marine Parade Blk 46 (DS),ST0240,"46,Marine Crescent,#01-44,440046",440046,440046,46 MARINE CRESCENT MARINE CRESCENT GARDENS SINGAPORE 440046,1.3051024009999999,103.91266479999999
Charis Montessori @ BLC,PT9735,"485,BEDOK SOUTH AVENUE 2,BEDOK LUTHERAN CHURCH,469315",469315,469315,485 BEDOK SOUTH AVENUE 2 BEDOK LUTHERAN CHURCH KINDERGARTEN SINGAPORE 469315,1.321138118,103.9381063
PPIS CHILD DEVELOPMENT CENTRE - JURONG WEST,RC1784,"949,JURONG WEST STREET 91,#01-709,NANYANG RUBY,640949",640949,640949,949 JURONG WEST STREET 91 HDB-JURONG WEST SINGAPORE 640949,1.343329662,103.69167850000001
PPIS CHILD DEVELOPMENT CENTRE - BEDOK RESERVOIR,RC1742,"709,BEDOK RESERVOIR ROAD,#01-3854,470709",470709,470709,709 BEDOK RESERVOIR ROAD BEDOK RESERVOIR GARDEN SINGAPORE 470709,1.3354160659999998,103.92235009999999
PPIS CHILD DEVELOPMENT CENTRE - BUKIT BATOK,RC1733,"21,BUKIT BATOK EAST AVENUE 6,659759",659759,659759,21 BUKIT BATOK EAST AVENUE 6 SINGAPORE 659759,1.34751993,103.7683673
PPIS CHILD DEVELOPMENT CENTRE - SEMBAWANG VISTA,RC1510,"316,SEMBAWANG VISTA,#01-191,750316",750316,750316,316 SEMBAWANG VISTA HDB-SEMBAWANG SINGAPORE 750316,1.4463427580000001,103.8208166
PPIS CHILD DEVELOPMENT CENTRE - PASIR RIS1,RC0750,"557,PASIR RIS ST 51,#01-201,510557",510557,510557,557 PASIR RIS STREET 51 HDB-PASIR RIS SINGAPORE 510557,1.367025315,103.9521346
PPIS CHILD DEVELOPMENT CENTRE - PASIR RIS 2,RC1180,"187,PASIR RIS STREET 11,#01-88,510187",510187,510187,187 PASIR RIS STREET 11 HDB-PASIR RIS SINGAPORE 510187,1.3647856219999999,103.9592925
MAPLEBEAR EARLY LEARNING PTE LTD,PT9352,"4,JALAN HAJIJAH,468699",468699,468699,4 JALAN HAJIJAH SINGAPORE 468699,1.313814183,103.9353166
LITTLE TREE HOUSE @ WESTWOOD PTE. LTD.,PT8943,"82,WESTWOOD CRESCENT,648782",648782,648782,82 WESTWOOD CRESCENT WESTWOOD PARK SINGAPORE 648782,1.351976225,103.7015091
LITTLE TREE HOUSE @ SEMBAWANG LLP,PT8643,"558A,SEMBAWANG ROAD,SEMBAWANG SPRINGS ESTATE,758419",758419,758419,558 SEMBAWANG ROAD SEMBAWANG SPRINGS ESTATE SINGAPORE 758419,1.438359049,103.8259235
LITTLE TREE HOUSE @ HOUGANG PTE. LTD.,PT9077,"62,JALAN NAUNG,MIRAMAR GARDENS,537727",537727,537727,62 JALAN NAUNG MIRAMAR GARDENS SINGAPORE 537727,1.3692858540000001,103.8925797
LITTLE TREE HOUSE LLP,PT6770,"70,JALAN NAUNG,MIRAMAR GARDENS,537731",537731,537731,70 JALAN NAUNG MIRAMAR GARDENS SINGAPORE 537731,1.3690907380000001,103.8923944
MINDCHAMPS PRESCHOOL@THE BROOKS II PTE LIMITED,PT9705,"25,SPRINGSIDE GREEN,#01-08,THE BROOKS II,786015",786015,786015,25 SPRINGSIDE GREEN THE BROOKS II SINGAPORE 786015,1.403938591,103.81885
LEARNINGHILL EDUCARE PTE LTD,PT0920,"6,LAKME STREET,456903",456903,456903,6 LAKME STREET OPERA ESTATE SINGAPORE 456903,1.316799111,103.92771379999999
BRIGHT JUNIORS PTE LTD,PT9234,"113,BUKIT PURMEI ROAD,#01-226,BUKIT PURMEI VILLE,090113",090113,090113,113 BUKIT PURMEI ROAD BUKIT PURMEI VILLE SINGAPORE 090113,1.274770125,103.8269323
Muhammadiyah Kindergarten,RC1876,"66,JALAN LAPANG,419006",419006,419006,66 JALAN LAPANG SINGAPORE 419006,1.323034297,103.91544240000002
PCF Sparkletots Preschool @ Zhenghua Blk 620 (KN),ST0326,"620,Bukit Panjang Ring Road,#01-828,670620",670620,670620,620 BUKIT PANJANG RING ROAD HDB-BUKIT PANJANG SINGAPORE 670620,1.3858555830000001,103.7617375
MOE KINDERGARTEN @ Naval Base,KM0027,"7,YISHUN AVENUE 4,NAVAL BASE PRIMARY SCHOOL,769028",769028,769028,7 YISHUN AVENUE 4 NAVAL BASE PRIMARY SCHOOL SINGAPORE 769028,1.4162801530000002,103.8387977
Primrose Preschool,PT9530,"39,WOODLANDS CLOSE,#01-59,MEGA@WOODLANDS,737856",737856,737856,39 WOODLANDS CLOSE MEGA@WOODLANDS SINGAPORE 737856,1.438016917,103.8068148
ETONHOUSE PRE-SCHOOL PTE LTD,PT9236,"39,NEWTON ROAD,307966",307966,307966,39 NEWTON ROAD ETONHOUSE PRE-SCHOOL PTE LTD SINGAPORE 307966,1.317197184,103.8410223
NAFA Arts Preschool,PT9680,"511,East Coast Road Singapore,429064",429064,429064,511 EAST COAST ROAD SINGAPORE 429064,1.30968489,103.9141015
SAFARI HOUSE PRESCHOOL VANDA,PT9250,"5,VANDA ROAD,ORCHID VILLAGE,287775",287775,287775,5 VANDA ROAD ORCHID VILLAGE SINGAPORE 287775,1.33167641,103.79835909999998
LITTLE PADDINGTON PRESCHOOL TANGLIN PTE LTD,PT9305,"236,TURF CLUB ROAD,#00-0,287985",287985,287985,236 TURF CLUB ROAD SINGAPORE 287985,1.335495893,103.7926315
Little Gems Preschool @ Redhill Pte Ltd,PT9398,"3791,JALAN BUKIT MERAH,#01-05,E-CENTRE @ REDHILL,159471",159471,159471,3791 JALAN BUKIT MERAH E-CENTRE @ REDHILL SINGAPORE 159471,1.2850599679999999,103.81161329999999
SDM-MORIAH PRESCHOOL (GREENWICH) PTE LTD,PT9150,"1,SELETAR ROAD,#02-07,GREENWICH, THE,807011",807011,807011,1 SELETAR ROAD GREENWICH V SINGAPORE 807011,1.3876033019999998,103.86942359999999
Between Two Trees (Clarke Quay) Pte Ltd,PT8719,"11,KENG CHEOW STREET,#01-01,RIVERSIDE PIAZZA,059608",059608,059608,11 KENG CHEOW STREET THE RIVERSIDE PIAZZA SINGAPORE 059608,1.288526352,103.84396
SDM-MORIAH PRESCHOOL (FLORA VISTA) PTE LTD,PT9435,"7,ANG MO KIO STREET 66,#01-18,FLORAVISTA,567708",567708,567708,7 ANG MO KIO STREET 66 FLORAVISTA SINGAPORE 567708,1.391463101,103.85060240000001
ECOKIDD CHILDCARE PTE LTD,PT9338,"1,SPRINGSIDE AVENUE,787013",787013,787013,1 SPRINGSIDE AVENUE SINGAPORE 787013,1.403192206,103.8189775
PCF Sparkletots Preschool @ Sengkang West Blk 416A (DS),ST0364,"416A,Fernvale Link,#01-106,791416",791416,791416,416A FERNVALE LINK FERNVALE RIVERBOW SINGAPORE 791416,1.3906119630000002,103.8799636
KINDERLAND PRESCHOOL,PT0510,"449,YIO CHU KANG ROAD,805946",805946,805946,449 YIO CHU KANG ROAD KINDERLAND PRESCHOOL SINGAPORE 805946,1.390496736,103.8540107
RAFFLES MONTESSORI KINDERGARTEN (STILL ROAD),PT9709,"105,LORONG STANGEE,425080",425080,425080,105 LORONG STANGEE SINGAPORE 425080,1.309851187,103.9077753
YOUNG MINDS CHILDCARE CENTRE PTE. LTD.,PT9244,"316,WOODLANDS STREET 31,#01-112,730316",730316,730316,316 WOODLANDS STREET 31 HDB-WOODLANDS SINGAPORE 730316,1.431508971,103.7763618
MY LEARNING HAVEN (SUNTEC),PT9525,"3,TEMASEK BOULEVARD,#03-374,SUNTEC CITY MALL,038983",038983,038983,3 TEMASEK BOULEVARD UOB SUNTEC CITY BRANCH SINGAPORE 038983,1.294324165,103.860372
HUI MING CHILD DEVELOPMENT CENTRE,RC1310,"524,ANG MO KIO AVE 5,#01-4132,560524",560524,560524,524 ANG MO KIO AVENUE 5 HDB-ANG MO KIO SINGAPORE 560524,1.373378294,103.8530425
TUNG LING KINDERGARTEN,RC1887,"145,MARINE PARADE ROAD,CHURCH OF SINGAPORE,449274",449274,449274,145 MARINE PARADE ROAD CHURCH OF SINGAPORE SINGAPORE 449274,1.304502022,103.9063878
AMAR KIDZ @ CHOA CHU KANG PTE. LTD.,PT9339,"617,CHOA CHU KANG NORTH 7,#01-437,680617",680617,680617,617 CHOA CHU KANG NORTH 7 HDB-CHOA CHU KANG SINGAPORE 680617,1.400470532,103.74634350000001
MOE KINDERGARTEN @ HUAMIN,KM0010,"21,YISHUN AVENUE 11,#0-0,HUAMIN PRIMARY SCHOOL,768857",768857,768857,21 YISHUN AVENUE 11 HUAMIN PRIMARY SCHOOL SINGAPORE 768857,1.4269977459999998,103.84420970000001
MY FIRST SKOOL,NT0546,"264,SERANGOON CENTRAL,#01-201,550264",550264,550264,264 SERANGOON CENTRAL NTUC ELDERCARE CENTRE SILVER CIRCLE (SERANGOON CENTRAL) SINGAPORE 550264,1.352467314,103.8721028
MY FIRST SKOOL,NT0575,"682B,EDGEDALE PLAINS,#01-739,WATERWAY VIEW,822682",822682,822682,682B EDGEDALE PLAINS WATERWAY VIEW SINGAPORE 822682,1.403411731,103.915952
GROW & GLOW @ PASIR RIS 51 CENTRE,PW0122,"561,PASIR RIS STREET 51,#01-265,510561",510561,510561,561 PASIR RIS STREET 51 HDB-PASIR RIS SINGAPORE 510561,1.367013033,103.9508651
