centre_name,centre_code,centre_address,postal_code,postal,address,latitude,longtitude
MARINE PARADE - ASPIRATION CHILD CARE CENTRE,RC1460,"201,BEDOK NORTH ST 1,#01-545,460201",460201,460201,201 BEDOK NORTH STREET 1 BEDOK TOWN CENTRE SINGAPORE 460201,1.326087684,103.9282325
MY FIRST SKOOL,NT0534,"229,ANG MO KIO AVENUE 3,#01-1272,560229",560229,560229,229 ANG MO KIO AVENUE 3 KEBUN BARU PALM VIEW SINGAPORE 560229,1.369076459,103.8382287
MAPLEBEAR LEARNING LADDER PTE LTD,PT9493,"2,HIGHGATE WALK,598754",598754,598754,2 HIGHGATE WALK HIGHGATE PARK SINGAPORE 598754,1.3398938390000001,103.76661
NISSI CHILDCARE @ PASIR RIS PTE. LTD.,PT8965,"443,PASIR RIS DRIVE 6,#03-02,510443",510443,510443,443 PASIR RIS DRIVE 6 SINGAPORE 510443,1.369408606,103.9573958
PCF Sparkletots Preschool @ Yio Chu Kang Blk 235 (KN),ST0288,"235,Ang Mo Kio Avenue 3,#01-1114,560235",560235,560235,235 ANG MO KIO AVENUE 3 KEBUN BARU PALM VIEW SINGAPORE 560235,1.366823609,103.8364912
ANGEL CARE CENTRE PTE LTD,PT5560,"626,YISHUN STREET 61,#01-103,760626",760626,760626,626 YISHUN STREET 61 HDB-YISHUN SINGAPORE 760626,1.417493669,103.83574899999999
LEARNING VISION @ WORK PTE LTD,PT9465,"1,JURONG EAST STREET 21,609606",609606,609606,1 JURONG EAST STREET 21 NG TENG FONG GENERAL HOSPITAL (TOWER C) SINGAPORE 609606,1.332687628,103.7466226
BETHANY CHILD CARE CENTRE,RC0580,"127,SERANGOON NORTH AVE 1,#01-61,550127",550127,550127,127 SERANGOON NORTH AVENUE 1 HDB-SERANGOON NORTH ESTATE SINGAPORE 550127,1.365628235,103.8718313
Kampong Kapor Methodist Church Kindergarten,RC1842,"1,KAMPONG KAPOR ROAD,KAMPONG KAPOR METHODIST CHURCH,208673",208673,208673,1 KAMPONG KAPOR ROAD KAMPONG KAPOR METHODIST CHURCH SINGAPORE 208673,1.307175665,103.85393979999999
My Prep School Pte. Ltd.,PT9637,"9,SIGLAP ROAD,#-MANDARIN GARDENS,448910",448910,448910,9 SIGLAP ROAD MANDARIN GARDENS SINGAPORE 448910,1.307386216,103.92526
PCF Sparkletots Preschool @ Woodlands Blk 730 (KN),ST0340,"730,Woodlands Circle,#01-25,730730",730730,730730,730 WOODLANDS CIRCLE HDB-WOODLANDS SINGAPORE 730730,1.442533302,103.79770620000001
PCF Sparkletots Preschool @ Kaki Bukit Blk 526 (KN),ST0246,"526,Bedok North Street 3,#01-462,460526",460526,460526,526 BEDOK NORTH STREET 3 HDB-BEDOK SINGAPORE 460526,1.334215519,103.9291298
"INNO MONTESSORI PTE. LTD,",PT9388,"217,EAST COAST ROAD,#04-01,TIDES,428915",428915,428915,217 EAST COAST ROAD TIDES SINGAPORE 428915,1.307561312,103.90691890000001
Lodestar Montessori Preschool Pte Ltd,PT9579,"23,JALAN TELITI,537319",537319,537319,23 JALAN TELITI SINGAPORE 537319,1.360625894,103.8904155
PCF Sparkletots Preschool @ Sengkang Central Blk 206A (EY),ST0281,"206A,Compassvale Lane,#01-67,541206",541206,541206,206A COMPASSVALE LANE COMPASSVALE PLACE SINGAPORE 541206,1.386480682,103.89673990000001
PCF Sparkletots Preschool @ Punggol East Blk 143 (KN),ST0279,"143,Rivervale Drive,#01-557,540143",540143,540143,143 RIVERVALE DRIVE RIVERVALE PLACE SINGAPORE 540143,1.3900659340000001,103.9057234
LITTLE PALM PRE-SCHOOL PTE LTD,PT8437,"20,EAST COAST AVENUE,459210",459210,459210,20 EAST COAST AVENUE SINGAPORE 459210,1.3097210959999999,103.9235568
PCF SPARKLETOTS PRESCHOOL @ BUONA VISTA BLK 32 (CC),ST0110,"32,HOLLAND CLOSE,#01-134,270032",270032,270032,32 HOLLAND CLOSE HDB-QUEENSTOWN SINGAPORE 270032,1.306184893,103.7968812
PCF Sparkletots Preschool @ Toa Payoh Central Blk 157 (KN),ST0225,"157,Lorong 1 Toa Payoh,#01-1243,310157",310157,310157,157 LORONG 1 TOA PAYOH HDB-TOA PAYOH SINGAPORE 310157,1.332206263,103.84545290000001
PCF Sparkletots Preschool @ Changi - Simei Blk 119 (KN),ST0256,"119,Simei Street 1,#01-506,520119",520119,520119,119 SIMEI STREET 1 HDB-TAMPINES SINGAPORE 520119,1.343757615,103.9518978
PCF SPARKLETOTS PRESCHOOL @ KEBUN BARU BLK 180 (CC),ST0044,"180,ANG MO KIO AVENUE 5,#01-2948,560180",560180,560180,180 ANG MO KIO AVENUE 5 KEBUN BARU LINK 2 SINGAPORE 560180,1.376677065,103.83836099999999
ACTIVE LEARNERS CHILD CARE PRIVATE LIMITED,PT9218,"306A,WOODLANDS STREET 31,#03-03,731306",731306,731306,306A WOODLANDS STREET 31 HDB-WOODLANDS SINGAPORE 731306,1.4301002530000002,103.7751251
PCF Sparkletots Preschool @ Sengkang South Blk 452 (DS),ST0272,"452,Hougang Avenue 10,#01-575,530452",530452,530452,452 HOUGANG AVENUE 10 HDB-HOUGANG SINGAPORE 530452,1.378788146,103.89636899999999
LUCAS CHILDREN ACADEMY PTE. LTD.,PT9106,"7030,ANG MO KIO AVENUE 5,#01-39,NORTHSTAR @ AMK,569880",569880,569880,7030 ANG MO KIO AVENUE 5 LUCAS CHILDREN ACADEMY PTE. LTD. SINGAPORE 569880,1.3779234519999999,103.8753898
LITTLE FOOTPRINTS PRESCHOOL PTE LTD,PT9304,"205A,COMPASSVALE LANE,#01-39,541205",541205,541205,205A COMPASSVALE LANE COMPASSVALE PLACE SINGAPORE 541205,1.3860399840000002,103.89696670000001
Little Footprints Preschool Pte Ltd,PT9159,"201A,COMPASSVALE DRIVE,541201",541201,541201,201A COMPASSVALE DRIVE COMPASSVALE SOUTH GATE SINGAPORE 541201,1.3890012109999998,103.89276329999998
Little Footprints Preschool Pte Ltd,PT9158,"275A,COMPASSVALE LINK,541275",541275,541275,275A COMPASSVALE LINK ASPELLA SINGAPORE 541275,1.3828741619999998,103.8946037
Little Footprints Preschool Pte Ltd,PT9153,"260D,SENGKANG EAST WAY,#01-468,544260",544260,544260,260D SENGKANG EAST WAY COMPASSVALE NORTH GATE SINGAPORE 544260,1.394433763,103.895864
Little Footprints Preschool Pte Ltd,PT9156,"107D,EDGEFIELD PLAINS,824107",824107,824107,107D EDGEFIELD PLAINS SINGAPORE 824107,1.396238035,103.9080073
Totsville Montessori Kindergarten Pte Ltd,PT9580,"720,PASIR RIS STREET 72,#01-105,510720",510720,510720,720 PASIR RIS STREET 72 HDB-PASIR RIS SINGAPORE 510720,1.381785964,103.9364118
ODYSSEY THE GLOBAL PRESCHOOL PTE. LTD.,PT9045,"191,JALAN LOYANG BESAR,506996",506996,506996,191 JALAN LOYANG BESAR SINGAPORE 506996,1.3798679669999998,103.96245309999999
MY FIRST SKOOL,NT0571,"52,CASSIA CRESCENT,#01-181,390052",390052,390052,52 CASSIA CRESCENT SINGAPORE 390052,1.3106722179999999,103.8850317
SKOOL4KIDZ CENTRE,SK0006,"524A,TAMPINES CENTRAL 7,#01-51,521524",521524,521524,524A TAMPINES CENTRAL 7 TAMPINES GREENLEAF SINGAPORE 521524,1.358350903,103.9389088
LITTLE GREENHOUSE @ TAMPINES PTE. LTD.,PT8974,"707,TAMPINES STREET 71,#01-78,520707",520707,520707,707 TAMPINES STREET 71 TAMPINES SUNRISE SINGAPORE 520707,1.3576478769999998,103.936891
PAT'S SCHOOLHOUSE PTE. LTD.,PT9366,"21,WEST COAST ROAD,127309",127309,127309,21 WEST COAST ROAD EIS INTERNATIONAL PRE-SCHOOL (BRANCH 2) SINGAPORE 127309,1.2932418209999998,103.76668559999999
MOE Kindergarten @ North Vista,KM0028,"20,COMPASSVALE LINK,#0-0,NORTH VISTA PRIMARY SCHOOL,544974",544974,544974,20 COMPASSVALE LINK NORTH VISTA PRIMARY SCHOOL SINGAPORE 544974,1.382893394,103.8958542
PCF SPARKLETOTS PRESCHOOL @ TELOK BLANGAH BLK 44 (CC),ST0031,"44,TELOK BLANGAH DRIVE,#01-19,100044",100044,100044,44 TELOK BLANGAH DRIVE BLANGAH COURT SINGAPORE 100044,1.271408833,103.8108875
KINDERLAND PRESCHOOL,WP0732,"18,HAVELOCK ROAD,#01-18,MINISTRY OF MANPOWER BUILDING,059764",059764,059764,18 HAVELOCK ROAD KINDERLAND PRESCHOOL SINGAPORE 059764,1.28763825,103.8439767
EMMANUEL CHILD EDUCARE,PT5830,"29,JALAN MALU MALU,769646",769646,769646,29 JALAN MALU-MALU SEMBAWANG SPRINGS ESTATE SINGAPORE 769646,1.4412047559999999,103.8259003
PCF Sparkletots Preschool @ Keat Hong Blk 411 (DS),ST0330,"411,Choa Chu Kang Avenue 3,#01-359,680411",680411,680411,411 CHOA CHU KANG AVENUE 3 HDB-CHOA CHU KANG SINGAPORE 680411,1.3810598019999998,103.74126020000001
THE ORANGE TREE (ALEXANDRA) PTE. LTD.,PT8930,"438B,ALEXANDRA ROAD,#01-02,ALEXANDRA TECHNOPARK,119968",119968,119968,438B ALEXANDRA ROAD ALEXANDRA TECHNOPARK SINGAPORE 119968,1.2773894559999999,103.7994432
PCF SPARKLETOTS PRESCHOOL @ EUNOS BLK 629 (CC),ST0134,"629,BEDOK RESERVOIR ROAD,#01-1643,470629",470629,470629,629 BEDOK RESERVOIR ROAD EUNOS HEIGHTS SINGAPORE 470629,1.3343990829999999,103.9145012
CARPE DIEM STARLETS 2 PTE. LTD.,PT8904,"120,TECK WHYE LANE,#01-808,680120",680120,680120,120 TECK WHYE LANE HDB-CHOA CHU KANG SINGAPORE 680120,1.378841849,103.7503406
MERLIONKIDS @ HILLVIEW PTE LTD,PT9406,"21,CHU LIN ROAD,BAMBOO GROVE PARK,669915",669915,669915,21 CHU LIN ROAD HILLVIEW GARDEN ESTATE SINGAPORE 669915,1.3575265580000002,103.7600758
PCF SPARKLETOTS PRESCHOOL @ ULU PANDAN BLK 15 (CC),ST0106,"15,GHIM MOH ROAD,#01-25,270015",270015,270015,15 GHIM MOH ROAD HDB-GHIM MOH SINGAPORE 270015,1.309143843,103.78841990000001
CARPE DIEM STARLETS SPARKLE PTE. LTD.,PT9389,"167,JALAN BUKIT MERAH,#04-15,CONNECTION ONE TOWER 4,150167",150167,150167,167 JALAN BUKIT MERAH DEFENCE SCIENCE AND TECHNOLOGY AGENCY (CONNECTION ONE) SINGAPORE 150167,1.282596356,103.8186978
BETHLEHEM EDUCARE CENTRE (YISHUN),RC0960,"311,YISHUN RING ROAD,#01-1286,760311",760311,760311,311 YISHUN RING ROAD YISHUN RIVERGREEN SINGAPORE 760311,1.431575071,103.84081529999999
THE ORANGE ACADEMY PTE. LTD.,PT9285,"298,TIONG BAHRU ROAD,#03-01,CENTRAL PLAZA,168730",168730,168730,298 TIONG BAHRU ROAD CENTRAL PLAZA SINGAPORE 168730,1.286308535,103.8280048
SUNNYTOTS SCHOOLHOUSE,PT7370,"658,YISHUN AVENUE 4,#01-341,760658",760658,760658,658 YISHUN AVENUE 4 NEE SOON CENTRAL VIEW SINGAPORE 760658,1.4218963219999998,103.83948740000001
PCF SPARKLETOTS PRESCHOOL @ BUKIT PANJANG BLK 412 (CC),ST0146,"412,SAUJANA ROAD,#01-66,670412",670412,670412,412 SAUJANA ROAD HDB-BUKIT PANJANG SINGAPORE 670412,1.382897623,103.7682751
AGAPE LITTLE UNI. @ CECIL PTE. LTD.,PT8691,"101,CECIL STREET,#01-01,TONG ENG BUILDING,069533",069533,069533,101 CECIL STREET CONSULATE OF BELIZE SINGAPORE 069533,1.280966228,103.84939250000001
PCF Sparkletots Preschool @ Fengshan Blk 126 (DS),ST0242,"126,Bedok North Street 2,#01-88,460126",460126,460126,126 BEDOK NORTH STREET 2 HDB-BEDOK SINGAPORE 460126,1.3281683000000002,103.9389179
AMAZING STAR MONTESSORI HOUSE (GREENRIDGE),PT7490,"524A,JELAPANG ROAD,#03-01,GREENRIDGE SHOPPING CENTRE,671524",671524,671524,524A JELAPANG ROAD OCBC GREENRIDGE SHOPPING CENTRE SINGAPORE 671524,1.385405693,103.7662285
LI'L EINSTEINS EARLY LEARNING CENTRE PTE. LTD.,PT8853,"15,JALAN CHERPEN,SEMBAWANG SPRINGS ESTATE,769922",769922,769922,15 JALAN CHERPEN SEMBAWANG SPRINGS ESTATE SINGAPORE 769922,1.43724977,103.82742890000002
PCF SPARKLETOTS PRESCHOOL @ TAMPINES CENTRAL BLK 858 (CC),ST0142,"858,TAMPINES AVENUE 5 ,#01-529,520858",520858,520858,858 TAMPINES AVENUE 5 TAMPINES PARKVIEW SINGAPORE 520858,1.354293328,103.937595
APOLLO INTERNATIONAL PRESCHOOL PRIVATE LIMITED,PT9291,"44,LIMAU GARDEN,BEDOK PARK,467903",467903,467903,44 LIMAU GARDEN BEDOK PARK SINGAPORE 467903,1.322384599,103.95000350000001
PCF SPARKLETOTS PRESCHOOL @ KEAT HONG BLK 484 (CC),ST0173,"484,CHOA CHU KANG AVENUE 5,#01-10,680484",680484,680484,484 CHOA CHU KANG AVENUE 5 HDB-CHOA CHU KANG SINGAPORE 680484,1.376476565,103.73713520000001
PCF SPARKLETOTS PRESCHOOL @ HONG KAH NORTH BLK 447 (CC),ST0195,"447,BUKIT BATOK WEST AVENUE 9,#02-01,650447",650447,650447,447 BUKIT BATOK WEST AVENUE 9 WEST VALLEY @ BUKIT BATOK SINGAPORE 650447,1.352696139,103.73980990000001
PCF Sparkletots Preschool @ Buona Vista Blk 54 (DS),ST0215,"54,Commonwealth Drive,#01-564,142054",142054,142054,54 COMMONWEALTH DRIVE COMMONWEALTH 10 SINGAPORE 142054,1.3016499879999999,103.7967964
BRAINY BUNCH INTERNATIONAL MONTESSORI (SEMBAWANG),PT9361,"17,JALAN CHERPEN,SEMBAWANG ROAD,769923",769923,769923,17 JALAN CHERPEN SEMBAWANG SPRINGS ESTATE SINGAPORE 769923,1.437338501,103.82755159999999
Kinder Kids International Preschool Pte. Ltd.,PT9710,"200,TURF CLUB ROAD,#05-05/06,THE GRANDSTAND,287994",287994,287994,200 TURF CLUB ROAD PEGASUS INTERNATIONAL PREESCHOOL SINGAPORE 287994,1.338994629,103.79313379999999
THE GARDEN HOUSE PRESCHOOL PTE. LTD.,PT9332,"20,JALAN LAYANG LAYANG,JURONG PARK,598486",598486,598486,20 JALAN LAYANG LAYANG JURONG PARK SINGAPORE 598486,1.344565381,103.76719140000002
SPRING BRAINY KIDZ (BUKIT BATOK) PTE LTD,PT9456,"296A,BUKIT BATOK STREET 22,#01-56,SKYLINE II @ BUKIT BATOK,651296",651296,651296,296A BUKIT BATOK STREET 22 SKYLINE II @ BUKIT BATOK SINGAPORE 651296,1.344093582,103.7464092
MAPLEBEAR ELITE PRESCHOOL PTE LTD,PT9453,"50,YUNNAN DRIVE 1,638270",638270,638270,50 YUNNAN DRIVE 1 SINGAPORE 638270,1.337629923,103.6905804
BERRY TREE PRESCHOOL PRIVATE LIMITED,PT9037,"319C,ANCHORVALE DRIVE,#01-66,543319",543319,543319,319C ANCHORVALE DRIVE ANCHORVALE GROVE SINGAPORE 543319,1.3908890109999998,103.89063409999999
CHARIS MONTESSORI PRESCHOOL,PT9185,"8B,JALAN MASJID,#01-4,KINGSTON TERRACE,418929",418929,418929,8B JALAN MASJID KINGSTON TERRACE SINGAPORE 418929,1.31963983,103.91291269999999
CHERRYBROOK PRESCHOOL FARRER,PT9431,"82,QUEEN'S ROAD,266774",266774,266774,82 QUEEN'S ROAD SINGAPORE 266774,1.31811008,103.8067873
MAPLE BEAR EDUCARE PTE. LTD.,PT9176,"442,ORCHARD ROAD,#02-05,CLAYMORE CONNECT,238879",238879,238879,442 ORCHARD ROAD ORCHARD HOTEL SINGAPORE SINGAPORE 238879,1.307622826,103.82859040000001
ISLANDER PRE-SCHOOL PTE LTD,PT9228,"35,ALLANBROOKE ROAD,099982",099982,099982,35 ALLANBROOKE ROAD ISLANDER PRE-SCHOOL SINGAPORE 099982,1.248403141,103.8284027
SUPERGENIUS PRESCHOOL HBB PTE. LTD.,PT9534,"11,BEDOK NORTH STREET 1,#01-01,HEARTBEAT @ BEDOK,469662",469662,469662,11 BEDOK NORTH STREET 1 SINGHEALTH POLYCLINICS (BEDOK POLYCLINIC) SINGAPORE 469662,1.326712196,103.9320295
Sunflower Preschool @ Dakota Pte Ltd,PT7720,"49,JALAN TIGA,#01-50,390049",390049,390049,49 JALAN TIGA PINE GREEN SINGAPORE 390049,1.308882618,103.8854248
PCF Sparkletots Preschool @ Nee Soon East Blk 223 (KN),ST0350,"223,Yishun St 21,#01-473,760223",760223,760223,223 YISHUN STREET 21 YISHUN GARDENS SINGAPORE 760223,1.434367282,103.8356027
KIDSCAMPUS BUKIT MERAH PTE LTD,PT9413,"4000,JALAN BUKIT MERAH,#02-07,BUKIT MERAH COMMUNITY CENTRE,159465",159465,159465,4000 JALAN BUKIT MERAH KIDSCAMPUS BUKIT MERAH LLP SINGAPORE 159465,1.285254273,103.81582850000001
HAPPY KIDS PRESCHOOL PTE. LTD.,PT9509,"8,JALAN ISMAIL,419260",419260,419260,8 JALAN ISMAIL KEMBANGAN ESTATE SINGAPORE 419260,1.322966278,103.90583690000001
WHITE LODGE PRESCHOOL RIVER VALLEY PTE LTD,PT9515,"262,RIVER VALLEY ROAD,238308",238308,238308,262 RIVER VALLEY ROAD SINGAPORE 238308,1.2945717209999998,103.8420518
"WHITE LODGE, UPPER EAST COAST PTE LTD",PT9545,"36,TOH DRIVE,507889",507889,507889,36 TOH DRIVE TOH ESTATE SINGAPORE 507889,1.364957026,103.9716573
Little Seeds Preschool @ The Salvation Army,SA0650,"402,FAJAR ROAD,#01-217,670402",670402,670402,402 FAJAR ROAD HDB-BUKIT PANJANG SINGAPORE 670402,1.3803122630000002,103.7680736
Little Seeds Preschool @ The Salvation Army,SA0450,"247,BUKIT BATOK EAST AVENUE 5,#01-86,650247",650247,650247,247 BUKIT BATOK EAST AVENUE 5 GOMBAK VIEW SINGAPORE 650247,1.3499272119999999,103.7569803
LITTLE SEEDS @ THE SALVATION ARMY,SA0160,"610,ANG MO KIO AVENUE 4,#01-1227,560610",560610,560610,610 ANG MO KIO AVENUE 4 YIO CHU KANG GREEN SINGAPORE 560610,1.37939471,103.8391572
Little Seeds Preschool @ The Salvation Army,SA0150,"159,TAMPINES ST 12,#01-95,521159",521159,521159,159 TAMPINES STREET 12 HDB-TAMPINES SINGAPORE 521159,1.351041308,103.9460515
Little Seeds Preschool @ Capstone,RC1896,"63,WISHART ROAD,098717",098717,098717,63 WISHART ROAD SINGAPORE 098717,1.269573727,103.8145114
St. James' Church Kindergarten (Gilstead),RC1795,"25,GILSTEAD ROAD,309070",309070,309070,25 GILSTEAD ROAD SINGAPORE 309070,1.316692934,103.8383237
Little Seeds Preschool @ PPHBC,RC1889,"3,PASIR PANJANG HILL,THE BRETHREN CHAPEL,118827",118827,118827,3 PASIR PANJANG HILL ANGORA BRETHREN CHAPEL SINGAPORE 118827,1.2803647009999999,103.7857568
IMAN CHILDCARE (JURONG) PTE. LTD.,PT8989,"399,YUNG SHENG ROAD,#01-19,610399",610399,610399,399 YUNG SHENG ROAD TAMAN JURONG SHOPPING CENTRE SINGAPORE 610399,1.334844875,103.720462
St. James' Church Kindergarten (Harding),RC1879,"29,HARDING ROAD,249537",249537,249537,29 HARDING ROAD MINDEN CLUSTER (TANGLIN VILLAGE) SINGAPORE 249537,1.3044495729999999,103.81222290000001
MY FIRST SKOOL,NT0581,"659A,PUNGGOL EAST,#01-771,WATERWAY SUNRAY,821659",821659,821659,659A PUNGGOL EAST WATERWAY SUNRAY SINGAPORE 821659,1.4005278330000002,103.91975740000001
Josiah Montessori,PT8985,"14,ROBINSON ROAD,#05-01,FAR EAST FINANCE BUILDING,048545",048545,048545,14 ROBINSON ROAD ROSEMARY HALL MONTESSORI ROBINSON CHILDCARE CENTRE SINGAPORE 048545,1.282141673,103.85075479999999
APPLE TREE PLAYHOUSE PTE LTD,PT9544,"1,NORTHPOINT DRIVE,#02-201,NORTHPOINT CITY,768019",768019,768019,1 NORTHPOINT DRIVE NEE SOON CENTRAL COMMUNITY CLUB SINGAPORE 768019,1.428754606,103.8363245
CHESTON MONTESSORI PRESCHOOLS PTE LTD,PT9402,"220,CLEMENTI AVENUE 4,#03-01,CLEMENTI COMMUNITY CENTRE,129880",129880,129880,220 CLEMENTI AVENUE 4 CLEMENTI COMMUNITY CENTRE SINGAPORE 129880,1.318815195,103.7681537
ACEKIDZ @ SG PTE. LTD.,PT9199,"175A,YUNG KUANG ROAD,#01-15,611175",611175,611175,175A YUNG KUANG ROAD CORPORATION TIARA SINGAPORE 611175,1.331952223,103.721514
CAELUM JUNIOR @ DOWNTOWN EAST PTE LTD,PT9439,"1,PASIR RIS CLOSE,#02-314,E!HUB@DOWNTOWN EAST,519599",519599,519599,1 PASIR RIS CLOSE COSTA SANDS RESORT (DOWNTOWN EAST) SINGAPORE 519599,1.3791271790000001,103.9554448
ACEKIDZ @ LAKEVISTA PTE. LTD.,PT9256,"138,YUAN CHING ROAD,LAKE VISTA @ YUAN CHING,610138",610138,610138,138 YUAN CHING ROAD LAKE VISTA @ YUAN CHING SINGAPORE 610138,1.327924986,103.72333929999999
EILEEN'S EDUCATION HUB PTE LTD,PT9380,"258,PASIR RIS STREET 21,#02-23,LOYANG POINT,510258",510258,510258,258 PASIR RIS STREET 21 LOYANG POINT SINGAPORE 510258,1.367000541,103.9646178
"WHITE LODGE, UPPER BUKIT TIMAH PTE. LTD.",PT9538,"1,JALAN SIAP,FUYONG ESTATE,678541",678541,678541,1 JALAN SIAP FUYONG ESTATE SINGAPORE 678541,1.359932937,103.76848290000001
CARPE DIEM CHILDCARE PTE LTD,PT9358,"78,YIO CHU KANG ROAD,#01-02,545571",545571,545571,78 YIO CHU KANG ROAD THE STRADIA SINGAPORE 545571,1.358060268,103.87511620000001
JUS INFANTS @ MACPHERSON PTE LTD,PT9445,"47,KALLANG PUDDING ROAD,#01-01,THE CRESCENT @ KALLANG,349318",349318,349318,47 KALLANG PUDDING ROAD THE CRESCENT @ KALLANG SINGAPORE 349318,1.328805738,103.87923620000001
BUSY BEES SINGAPORE PTE.LTD.,PT9067,"348A,YISHUN AVENUE 11,#01-557,761348",761348,761348,348A YISHUN AVENUE 11 ADORA GREEN SINGAPORE 761348,1.427353081,103.8412192
SCHOOL HOUSE BYTHEGARDEN @ SENGKANG PTE. LTD.,PT8997,"2,JALAN MERDU,548651",548651,548651,2 JALAN MERDU BEAUTY GARDEN SINGAPORE 548651,1.3916887980000001,103.90038620000001
LITTLE GREENHOUSE @ S553 PTE LTD,PT3300,"553,SERANGOON NORTH AVE 3,#01-75,550553",550553,550553,553 SERANGOON NORTH AVENUE 3 HDB-SERANGOON NORTH ESTATE SINGAPORE 550553,1.371710714,103.8712337
CREATIVELAND CHILDCARE AND DEVELOPMENT CENTRE@CRESCENT PTE LTD,PT9320,"686D,CHOA CHU KANG CRESCENT,#01-260,684686",684686,684686,686D CHOA CHU KANG CRESCENT HDB-CHOA CHU KANG SINGAPORE 684686,1.4041174459999999,103.748355
Ang Mo Kio Methodist Church Kindergarten,RC1890,"1,ANG MO KIO STREET 21,#01ANG MO KIO METHODIST CHURCH,569383",569383,569383,1 ANG MO KIO STREET 21 ANG MO KIO METHODIST CHURCH SINGAPORE 569383,1.3670762369999998,103.83534420000001
AMAR KIDZ @ HOUGANG CENTRAL PTE. LTD.,PT9316,"406,HOUGANG AVENUE 10,#01-1124,530406",530406,530406,406 HOUGANG AVENUE 10 SINGAPORE 530406,1.3736394980000002,103.8961877
EQ EDUCARE PTE LTD,PT5530,"309,CHOA CHU KANG AVE 4,#02-01,680309",680309,680309,309 CHOA CHU KANG AVENUE 4 METAMORPHOSIS KINDERGARTEN SINGAPORE 680309,1.385100798,103.7455538
SUNFLOWER PRESCHOOL @ BALESTIER PTE. LTD.,PT8922,"80,LORONG LIMAU,BALESTIER AREA OFFICE,320080",320080,320080,80 LORONG LIMAU SINGAPORE 320080,1.3237960709999999,103.85567059999998
Bethany Kindergarten,RC1895,"Upper Paya Lebar Road,-301,Bethany Independent Presbyterian Churce,543934",543934,NA,NA,NA,NA
SPRING BRAINY KIDZ (POTONG PASIR) PTE. LTD.,PT8977,"113,POTONG PASIR AVENUE 1,#01-838,350113",350113,350113,113 POTONG PASIR AVENUE 1 HDB-POTONG PASIR SINGAPORE 350113,1.336055939,103.8635995
BRILLIANT TOTS ACADEMY PTE. LTD.,PT9329,"26,SERANGOON AVENUE 1,556141",556141,556141,26 SERANGOON AVENUE 1 GABRIEL VILLAS SINGAPORE 556141,1.3473642419999998,103.8767703
MY FIRST SKOOL,NT0576,"698C,JURONG WEST CENTRAL 3,#01-79,JURONG WEST BLOSSOM,643698",643698,643698,698C JURONG WEST CENTRAL 3 JURONG WEST BLOSSOM SINGAPORE 643698,1.3402705,103.7078306
E-BRIDGE PRE-SCHOOL PTE LTD,EB0012,"417A,FERNVALE LINK,#01-172,FERNVALE RIVERWALK,791417",791417,791417,417A FERNVALE LINK FERNVALE RIVERWALK SINGAPORE 791417,1.3915773880000002,103.8807018
LITTLE PRESCHOOL PTE. LTD,PT9246,"530C,PASIR RIS DRIVE 1,#01-396,PASIR RIS ONE,513530",513530,513530,530C PASIR RIS DRIVE 1 PASIR RIS ONE SINGAPORE 513530,1.371626182,103.9501139
KIDDY UP PTE LTD,PT9314,"12,QUEEN STREET,#04-01,HOTEL ROYAL @ QUEENS,188553",188553,188553,12 QUEEN STREET HOTEL ROYAL @ QUEENS SINGAPORE 188553,1.29752626,103.85213309999999
PUTRA-PUTRI KINDERGARTEN,PT9641,"408,WOODLANDS STREET 41,#01-09,730408",730408,730408,408 WOODLANDS STREET 41 HDB-WOODLANDS SINGAPORE 730408,1.4288525319999998,103.7723692
ACE@WORK CHILDCARE PTE LTD,PT8818,"105,CASHEW ROAD,#01-01,CASHEW HEIGHTS CONDOMINIUM,679675",679675,679675,105 CASHEW ROAD CASHEW HEIGHTS SINGAPORE 679675,1.373464884,103.7675095
E-BRIDGE PRE-SCHOOL PTE LTD,EB0015,"573,WOODLANDS DRIVE 16,#03-01,730573",730573,730573,573 WOODLANDS DRIVE 16 WOODLANDS GLEN SINGAPORE 730573,1.431098072,103.7985076
E-BRIDGE PRE-SCHOOL PTE LTD,EB0013,"443,BUKIT BATOK WEST AVENUE 8,#01-11,MULTI STOREY CAR PARK,650443",650443,650443,443 BUKIT BATOK WEST AVENUE 8 WEST RIDGES @ BUKIT BATOK SINGAPORE 650443,1.356141744,103.7372918
Damien Centre Kindergarten,RC1873,"1,COMMONWEALTH DRIVE,CHURCH OF THE BLESSED SACRAMENT,149603",149603,149603,1 COMMONWEALTH DRIVE SINGAPORE 149603,1.295803645,103.79880240000001
MY FIRST SKOOL,NT0577,"6,SEGAR ROAD,677725",677725,677725,6 SEGAR ROAD SINGAPORE 677725,1.386762235,103.77252340000001
MAPLEBEAR LEARNING GARDEN PTE LTD,PT9428,"35,ROCHESTER DRIVE,#03-11,THE ROCHESTER,138639",138639,138639,35 ROCHESTER DRIVE PARK AVENUE ROCHESTER SINGAPORE 138639,1.305351212,103.7883474
IMAN CHILDCARE PTE. LTD.,PT7890,"148,PASIR RIS STREET 13,#01-34,510148",510148,510148,148 PASIR RIS STREET 13 HDB-PASIR RIS SINGAPORE 510148,1.3622659940000001,103.9620786
THE KIDS' INN JOO CHIAT,PT8801,"98,JOO CHIAT ROAD ,#02-01,427392",427392,427392,98 JOO CHIAT ROAD SINGAPORE 427392,1.314183675,103.8988144
